title,user_score,year,duration,country,usa_gross,world_gross
rocky balboa,71.0,2006,102,USA,70270943,155929020
the sting,83.0,1973,129,USA,156000000,156000000
licence to kill,66.0,1989,133,"UK, Mexico, USA",34667015,156167015
this means war,63.0,2012,103,USA,54760791,156491279
under siege,65.0,1992,103,"France, USA",83563139,156563139
mystic river,79.0,2003,138,"USA, Australia",90135191,156595191
the monuments men,61.0,2014,118,"USA, Germany",78031620,156706638
pan deng zhe,54.0,2019,125,China,487157,156784763
p.s. i love you,70.0,2007,126,USA,53695808,156835339
yip man 3,71.0,2015,105,"China, Hong Kong",2679437,157029618
the book of eli,69.0,2010,118,USA,94835059,157107755
crimson tide,73.0,1995,116,USA,91387195,157387195
hustlers,63.0,2019,110,USA,104963598,157563598
don't breathe,71.0,2016,88,"USA, Hungary",89217875,157830487
final destination 5,58.0,2011,92,"USA, Canada",42587643,157887643
days of thunder,60.0,1990,107,USA,82670733,157920733
goosebumps,63.0,2015,103,"USA, Australia",80080379,158260952
sin city,80.0,2005,124,USA,74103820,158733820
focus,66.0,2015,105,"USA, Argentina",53862963,158762963
the fast and the furious: tokyo drift,60.0,2006,104,"USA, Germany, Japan",62514415,158964610
johnny english strikes again,62.0,2018,89,"UK, France, USA, China",4412170,158970776
unforgiven,82.0,1992,130,USA,101157447,159157447
happy feet two,59.0,2011,100,"Australia, USA",64006466,159196936
daylight,59.0,1996,114,USA,33023469,159212469
step up 3d,62.0,2010,107,USA,42400223,159291809
the jackal,64.0,1997,124,"USA, UK, France, Germany, Japan",54930280,159330280
the sound of music,80.0,1965,172,USA,159287539,159413574
stepmom,68.0,1998,125,USA,91137662,159710793
21,68.0,2008,123,USA,81159365,159808370
norbit,41.0,2007,103,USA,95673607,159814490
alien³,65.0,1992,114,USA,55473545,159814498
johnny english reborn,63.0,2011,101,"UK, France, USA",8305970,160078586
lara croft tomb raider: the cradle of life,56.0,2003,117,"USA, Germany, Japan, UK, Hong Kong",65660196,160099222
underworld awakening,64.0,2012,88,"USA, Canada",62321039,160112671
the war of the roses,68.0,1989,116,USA,86888546,160188546
"three billboards outside ebbing, missouri",82.0,2017,115,"UK, USA",54513740,160192031
johnny english,62.0,2003,89,"UK, France, USA",28082366,160466000
the predator,53.0,2018,107,"USA, Canada",51024708,160542134
legends of the fall,75.0,1994,133,USA,66638883,160638883
freaky friday,62.0,2003,97,USA,110230332,160846332
born on the fourth of july,72.0,1989,145,USA,70001698,161001698
alien: resurrection,62.0,1997,109,USA,47795658,161376069
unbroken,72.0,2014,137,USA,115637895,161459297
into the storm,58.0,2014,89,USA,47602194,161502194
payback,71.0,1999,100,USA,81526121,161626121
flight,73.0,2012,138,"USA, United Arab Emirates",93772375,161772375
scream 3,56.0,2000,116,USA,89143175,161834276
limitless,74.0,2011,105,USA,79249455,161849455
insidious: chapter 2,66.0,2013,106,"USA, Canada",83586447,161919318
jack reacher: never go back,61.0,2016,118,"China, USA",58697076,162146076
eyes wide shut,74.0,1999,159,"UK, USA",55691208,162242684
memoirs of a geisha,74.0,2005,145,"USA, Japan, France",57490508,162242962
the magnificent seven,69.0,2016,132,"USA, Australia",93432655,162360636
27 dresses,61.0,2008,111,USA,76808654,162655351
dick tracy,61.0,1990,105,USA,103738726,162738726
the interpreter,64.0,2005,128,"UK, France, Germany, USA",72708161,162944923
the island,68.0,2005,136,USA,35818913,162949164
world trade center,59.0,2006,129,USA,70278893,163247198
talladega nights: the ballad of ricky bobby,66.0,2006,108,USA,148213377,163362095
the happening,50.0,2008,91,"USA, India",64506874,163403799
gekijô-ban poketto monsutâ - myûtsû no gyakushû,63.0,1998,96,Japan,85744662,163644662
burn after reading,70.0,2008,96,"USA, UK, France",60355347,163728902
the ring two,54.0,2005,110,USA,76231249,163995949
four christmases,57.0,2008,88,"Germany, USA",120146040,164112721
the pink panther,57.0,2006,93,"USA, Czech Republic",82226474,164115897
the spiderwick chronicles,65.0,2008,96,USA,71195053,164170327
miami vice,60.0,2006,132,USA,63450470,164231296
daddy day care,56.0,2003,92,USA,104297061,164433867
speed 2: cruise control,39.0,1997,121,USA,48608066,164508066
deep blue sea,59.0,1999,105,"USA, Mexico",73648142,164648142
bringing down the house,56.0,2003,105,USA,132716677,164729679
six days seven nights,58.0,1998,102,USA,74339294,164839294
saw iii,62.0,2006,108,"Canada, USA",80238724,164874275
the huntsman: winter's war,61.0,2016,114,"USA, China",48390190,164989338
the muppets,71.0,2011,120,USA,88631237,165184237
the princess diaries,63.0,2001,111,"USA, UK",108248956,165335153
bridge of spies,76.0,2015,142,"Germany, India, USA",72313754,165478348
sleepers,76.0,1996,147,USA,53315285,165615285
nutty professor ii: the klumps,44.0,2000,106,USA,123309890,166339890
up in the air,74.0,2009,109,USA,83823381,166842739
alexander,56.0,2004,175,"USA, UK, Germany, Netherlands, France, Italy, Morocco, Thailand",34297191,167298192
magic mike,61.0,2012,110,USA,113721571,167739368
3 men and a baby,60.0,1987,102,"USA, France",167780960,167780960
unstoppable,68.0,2010,98,USA,81562942,167805466
fantastic four,43.0,2015,100,"USA, Germany, UK",56117548,167882881
insidious: the last key,57.0,2018,103,"USA, Canada",67745330,167885588
hellboy ii: the golden army,70.0,2008,120,"USA, Germany, Hungary",75986503,168319243
dodgeball: a true underdog story,67.0,2004,92,USA,114326736,168423227
twelve monkeys,80.0,1995,129,USA,57141459,168839459
the emperor's new groove,73.0,2000,78,USA,89302687,169327687
meet the robinsons,68.0,2007,95,USA,97822171,169333034
seven pounds,76.0,2008,123,USA,69951824,169748929
mononoke-hime,84.0,1997,134,Japan,4845631,169785629
ghost in the shell,63.0,2017,107,"USA, India, Hong Kong, China, Canada",40563557,169801921
dumb and dumber to,56.0,2014,109,USA,86208010,169837010
zookeeper,52.0,2011,102,USA,80360843,169852759
stuart little 2,55.0,2002,77,USA,64956806,169956806
shall we dance,61.0,2004,106,USA,57890460,170128460
starsky & hutch,61.0,2004,101,USA,88237754,170268750
olympus has fallen,65.0,2013,119,USA,98925640,170270201
the specialist,56.0,1994,110,USA,57362582,170362582
the other guys,66.0,2010,107,USA,119219978,170458922
superbad,76.0,2007,113,USA,121463226,170812526
contact,74.0,1997,150,USA,100920329,171120329
mr. deeds,58.0,2002,96,USA,126293452,171269535
cocktail,59.0,1988,104,"USA, Canada",78222753,171504781
spies in disguise,68.0,2019,102,USA,66757013,171616764
no country for old men,81.0,2007,122,"USA, Mexico",74283625,171627166
blood diamond,80.0,2006,143,"USA, Germany, UK",57377916,171720398
antz,65.0,1998,83,USA,90757863,171757863
couples retreat,55.0,2009,113,USA,109204945,171844840
scream 2,62.0,1997,120,USA,101363301,172363301
cloverfield,70.0,2008,85,USA,80048433,172394180
the santa clause 2,56.0,2002,104,"USA, Canada",139236327,172855065
the grand budapest hotel,81.0,2014,99,"Germany, USA",59301324,172940046
black hawk down,77.0,2001,144,"USA, UK",108638745,172989651
cold mountain,72.0,2003,154,"USA, Italy, Romania",95636509,173013509
scream,72.0,1996,111,USA,103046663,173046663
the girl on the train,65.0,2016,112,"USA, India",75395035,173185859
john wick: chapter 2,75.0,2017,122,"USA, Italy, Hong Kong, Canada",92029184,173418558
gemini man,57.0,2019,117,"China, USA, India",48546770,173469516
creed,76.0,2015,133,USA,109767581,173567581
anchorman 2: the legend continues,63.0,2013,119,USA,127352707,173649931
mei gong he xing dong,66.0,2016,124,"China, Hong Kong",800012,173839072
le fabuleux destin d'amélie poulain,83.0,2001,122,"France, Germany",33225499,173924742
in time,67.0,2011,109,USA,37520095,173930596
big momma's house,52.0,2000,99,"Germany, USA",117559438,173959438
the nutcracker and the four realms,55.0,2018,99,"USA, Canada",54858851,173961069
identity thief,57.0,2013,111,USA,134506920,173965010
evan almighty,54.0,2007,96,USA,100462298,174440724
george of the jungle,55.0,1997,92,USA,105263257,174463257
the mule,70.0,2018,116,"USA, Canada",103804407,174804407
cowboys & aliens,60.0,2011,119,"USA, India",100240551,174822325
sleeping with the enemy,63.0,1991,99,USA,101599005,174999005
the bucket list,74.0,2007,97,USA,93466502,175372502
the italian job,70.0,2003,111,"USA, France, Italy, UK, Germany",106128601,176070171
dr. dolittle 2,47.0,2001,87,USA,112952899,176104344
yip man 4,71.0,2019,107,"Hong Kong, China",3956031,176345966
looper,74.0,2012,113,"USA, China",66486205,176506819
the hitman's bodyguard,69.0,2017,118,"USA, Hong Kong, Bulgaria, Netherlands, Canada, UK, France",75468583,176600207
analyze this,67.0,1999,103,"USA, Australia",106885658,176885658
in the line of fire,72.0,1993,128,USA,102314823,176997168
tootsie,74.0,1982,116,USA,177200000,177200000
the a-team,67.0,2010,117,"USA, UK",77222099,177238796
the descendants,73.0,2011,115,USA,82584160,177243185
the haunting,50.0,1999,113,"USA, UK",91411151,177311151
the butler,72.0,2013,132,USA,116632095,177313795
the 40 year old virgin,71.0,2005,116,USA,109449237,177378645
ying xiong,79.0,2002,120,"China, Hong Kong",53710019,177395557
avp: alien vs. predator,56.0,2004,101,"USA, UK, Czech Republic, Canada, Germany",80282231,177427090
how to lose a guy in 10 days,64.0,2003,116,"USA, Germany",105813373,177502387
paranormal activity 2,56.0,2010,91,USA,84752907,177512032
war horse,72.0,2011,146,"USA, India",79884879,177584879
double jeopardy,65.0,1999,105,"USA, Germany, Canada",116741558,177841558
baywatch,55.0,2017,116,"UK, China, USA",58060186,177856751
flubber,53.0,1997,93,USA,92977226,177977226
patriot games,69.0,1992,117,USA,83351587,178051587
brokeback mountain,77.0,2005,134,"USA, Canada",83043761,178062759
dante's peak,59.0,1997,108,USA,67127760,178127760
scary movie 4,51.0,2006,83,USA,90710620,178262620
flushed away,66.0,2006,85,"UK, USA",64665672,178281554
along came polly,60.0,2004,90,USA,88097164,178311729
eagle eye,66.0,2008,118,"USA, Germany",101440743,178767383
he's just not that into you,64.0,2009,129,"Germany, USA",93953653,178866158
city slickers,68.0,1991,113,USA,124033791,179033791
daredevil,53.0,2003,103,"USA, China",102543518,179179718
allegiant,57.0,2016,120,USA,66184051,179246868
the league of extraordinary gentlemen,58.0,2003,110,"USA, Germany, Czech Republic, UK",66465204,179265204
the dictator,64.0,2012,83,USA,59650222,179379533
dangerous minds,65.0,1995,99,USA,84919401,179519401
abominable,70.0,2019,97,"China, USA, Japan",60716390,179990300
hacksaw ridge,81.0,2016,139,"Australia, USA",67209615,180450918
deja vu,70.0,2006,126,"USA, UK",64038616,180557550
daddy's home 2,60.0,2017,100,USA,104029443,180613180
sweet home alabama,62.0,2002,108,USA,127223418,180622424
the scorpion king,55.0,2002,92,"USA, Germany, Belgium",91047077,180630907
kill bill: vol. 1,81.0,2003,111,"USA, Japan",70099045,180899045
road to perdition,77.0,2002,117,USA,104454762,181001478
hot shots!,68.0,1991,84,USA,69467617,181096164
scooby-doo 2: monsters unleashed,51.0,2004,93,"USA, Canada",84216833,181216833
the first wives club,64.0,1996,103,USA,105489203,181489203
poseidon,57.0,2006,98,USA,60674817,181674817
the bridges of madison county,76.0,1995,135,USA,71516617,182016617
while you were sleeping,67.0,1995,103,USA,81057016,182057016
the haunted mansion,50.0,2003,99,USA,75847266,182290266
cape fear,73.0,1991,128,USA,79091969,182291969
the man in the iron mask,65.0,1998,132,"France, USA",56968902,182968902
mirror mirror,56.0,2012,106,"USA, Canada",64935167,183018522
maverick,70.0,1994,127,USA,101631272,183031272
wayne's world,70.0,1992,94,USA,121697323,183097323
paul blart: mall cop,52.0,2009,91,USA,146336178,183348429
storks,68.0,2016,87,USA,72679278,183388953
102 dalmatians,49.0,2000,100,"USA, UK",66957026,183611771
knowing,62.0,2009,121,"USA, UK, Australia, China",79957634,183658498
jupiter ascending,53.0,2015,127,"USA, Australia",47387723,183887723
bad moms,62.0,2016,100,USA,113257297,183936074
hop,54.0,2011,95,USA,108085305,183953723
snow white and the seven dwarfs,76.0,1937,83,USA,184925486,184925486
moulin rouge!,76.0,2001,127,"Australia, USA",57386607,184935030
the birdcage,71.0,1996,117,USA,124060553,185260553
watchmen,76.0,2009,162,USA,107509799,185382813
pitch perfect 3,58.0,2017,93,USA,104897530,185400345
hugo,75.0,2011,126,"UK, USA, France",73864507,185770160
the waterboy,61.0,1998,90,USA,161491646,185991646
inside man,76.0,2006,129,USA,88513495,186003591
atlantis: the lost empire,69.0,2001,95,USA,84056472,186053725
the final destination,52.0,2009,82,USA,66477700,186167139
the jungle book 2,54.0,2003,72,"USA, Australia",47901582,186303759
walk the line,78.0,2005,136,"USA, Germany",119519402,186797986
the horse whisperer,66.0,1998,169,USA,75383563,186883563
i now pronounce you chuck & larry,59.0,2007,115,USA,120059556,187134117
the grudge,59.0,2004,91,"USA, Japan",110359362,187281115
mr. popper's penguins,60.0,2011,94,USA,68224452,187361754
heat,82.0,1995,170,USA,67436818,187436818
12 years a slave,81.0,2013,134,"USA, UK",56671993,187733202
jaws 2,58.0,1978,116,USA,81766007,187884007
the secret life of walter mitty,73.0,2013,114,"USA, UK",58236838,188133322
rambo iii,58.0,1988,102,USA,53715611,189015611
xin hua lu fang,64.0,2014,116,China,777896,189017596
the x files,70.0,1998,121,USA,83898313,189176423
so duk 2: tin dei duei kuet,60.0,2019,99,"China, Hong Kong",609461,189396380
the santa clause,65.0,1994,97,"USA, Canada",144833357,189833357
outbreak,66.0,1995,127,USA,67659560,189859560
hollow man,58.0,2000,112,"USA, Germany",73209340,190213455
the equalizer 2,67.0,2018,121,USA,102084362,190400157
cheaper by the dozen,59.0,2003,98,USA,138614544,190538630
the longest yard,64.0,2005,113,USA,158119460,191466556
the addams family,69.0,1991,99,USA,113502426,191502426
the lego movie 2: the second part,66.0,2019,107,"Denmark, Norway, Australia, USA",105806508,192306508
the equalizer,72.0,2014,132,USA,101530738,192330738
the post,72.0,2017,116,"USA, UK",81903458,192938646
tenki no ko,76.0,2019,112,"Japan, China",7798743,193176979
paranormal activity,63.0,2007,86,USA,107918810,193355800
xi you ji zhi: sun wukong san da baigu jing,59.0,2016,119,"China, Hong Kong",709982,193678298
gangs of new york,75.0,2002,167,"USA, Italy",77812000,193772504
the sum of all fears,64.0,2002,124,"USA, Germany, Canada",118907036,193921372
gnomeo & juliet,59.0,2011,84,"UK, USA, Canada",99967670,193967670
the curse of the were-rabbit,74.0,2005,85,"UK, USA",56110897,194111171
downton abbey,74.0,2019,122,"UK, USA",96854135,194294327
the intern,71.0,2015,121,USA,75764672,194564672
rocketman,73.0,2019,121,"UK, USA, Canada",96368160,195179299
the bfg,64.0,2016,117,"USA, India, UK",55483770,195243411
the pelican brief,66.0,1993,141,USA,100768056,195268056
the shape of water,73.0,2017,123,"USA, Canada",63859435,195333312
tropic thunder,70.0,2008,107,"USA, UK, Germany",110515313,195702811
anger management,63.0,2003,106,USA,135645823,195745823
the vow,68.0,2012,104,"USA, Canada",125014030,196114570
beowulf,62.0,2007,115,"USA, UK",82280579,196393745
stargate,71.0,1994,116,"USA, France",71567262,196567262
the other woman,60.0,2014,109,USA,83911193,196710396
panic room,68.0,2002,112,USA,96397334,197079546
spy kids 3: game over,43.0,2003,84,USA,111761982,197101678
smurfs: the lost village,60.0,2017,90,"USA, Hong Kong, Canada",45020282,197183546
jack the giant slayer,62.0,2013,114,UK,65187603,197687603
christopher robin,73.0,2018,104,"UK, USA",99215042,197744377
ren zai jiong tu: tai jiong,62.0,2012,105,China,57387,197757387
lo imposible,76.0,2012,114,"Spain, Thailand, USA",19019882,198087212
yi chu hao xi,62.0,2018,134,China,670883,198326350
total recall,63.0,2012,118,"USA, Canada",58877969,198467168
50 first dates,68.0,2004,99,USA,120908074,198520934
the pacifier,56.0,2005,95,"Canada, USA",113086868,198636868
city of angels,67.0,1998,114,"USA, Germany",78685114,198685114
red,70.0,2010,111,"USA, China",90380162,199006387
two weeks notice,61.0,2002,101,"USA, Australia",93354851,199043242
percy jackson: sea of monsters,58.0,2013,106,USA,68559554,199850315
the hunt for red october,76.0,1990,135,USA,122012643,200512643
cats & dogs,51.0,2001,87,"USA, Australia",93385515,200687492
open season,61.0,2006,86,USA,85105259,200811689
valkyrie,71.0,2008,121,"USA, Germany, Italy, Spain, France, Japan, UK",83077833,201545517
21 jump street,72.0,2012,109,USA,138447667,201585328
straight outta compton,78.0,2015,147,USA,161197785,201634991
birds of prey: and the fantabulous emancipation of one harley quinn,61.0,2020,109,USA,84158461,201858461
kindergarten cop,61.0,1990,111,USA,91457688,201957688
teenage mutant ninja turtles,68.0,1990,93,"USA, Hong Kong",135265915,201965915
patch adams,68.0,1998,115,USA,135026902,202292902
the addams family,58.0,2019,86,"Canada, USA",100044905,203044905
garfield,50.0,2004,80,USA,75369589,203172417
gake no ue no ponyo,77.0,2008,101,Japan,15743471,203204882
need for speed,64.0,2014,132,"USA, India",43577636,203277636
arrival,79.0,2016,116,"USA, Canada",100546139,203388186
vanilla sky,69.0,2001,136,"USA, Spain",100618344,203388341
everest,71.0,2015,121,"UK, USA, Iceland",43482270,203427584
yogi bear,46.0,2010,81,"USA, New Zealand",100246011,203509374
hairspray,66.0,2007,117,"USA, UK, Canada",118871849,203552922
king arthur,63.0,2004,126,"USA, UK, Ireland",51882244,203567857
you don't mess with the zohan,55.0,2008,113,USA,100018837,204313400
eat pray love,58.0,2010,133,USA,80574010,204594016
fun with dick and jane,62.0,2005,90,USA,110332737,204681899
white house down,64.0,2013,131,USA,73103784,205366737
jfk,80.0,1991,189,"France, USA",70405498,205405498
xi you: xiang mo pian,68.0,2013,110,"China, Hong Kong",18058,205637183
the break-up,58.0,2006,106,USA,118703275,205668210
a dog's purpose,72.0,2017,100,"USA, India",64508620,205736628
london has fallen,59.0,2016,99,"UK, Bulgaria, USA",62524260,205754447
the holiday,69.0,2006,136,USA,63224849,205841885
sleepy hollow,73.0,1999,105,"Germany, USA",101071502,206071502
philadelphia,77.0,1993,125,USA,77446440,206678440
paranormal activity 3,58.0,2011,83,USA,104028807,207039844
traffic,76.0,2000,147,"USA, Mexico, Germany",124115725,207515725
s.w.a.t.,60.0,2003,117,USA,116934650,207725639
safe house,67.0,2012,115,"South Africa, Japan, USA",126373434,208076205
me before you,74.0,2016,106,"UK, USA",56245075,208314186
tomorrowland,64.0,2015,130,"USA, Spain, France, Canada, UK",93436322,209035668
red dragon,72.0,2002,124,"Germany, USA",93149898,209196298
horrible bosses,69.0,2011,98,USA,117538559,209838559
the others,76.0,2001,101,"Spain, USA, France, Italy, UK",96522687,209947037
moonraker,63.0,1979,126,"UK, France",70308099,210308099
the jungle book,76.0,1967,78,USA,141843612,210310084
district 9,79.0,2009,112,"South Africa, USA, New Zealand, Canada",115646235,210888950
a series of unfortunate events,68.0,2004,108,"Germany, USA",118634549,211468235
master and commander: the far side of the world,74.0,2003,138,USA,93927920,211622535
due date,65.0,2010,95,USA,100539043,211780824
australia,66.0,2008,165,"UK, Australia, USA",49554002,211787511
battle los angeles,57.0,2011,116,USA,83552429,211819354
fury,76.0,2014,134,"USA, China, UK",85817906,211822697
bridget jones's baby,65.0,2016,123,"USA, France, China, UK, Japan",24252420,211952420
end of days,58.0,1999,122,USA,66889043,211989043
ace ventura: when nature calls,64.0,1995,90,USA,108385533,212385533
entrapment,63.0,1999,113,"USA, UK, Germany",87704396,212404396
miss congeniality,62.0,2000,109,USA,106807667,212742720
bedtime stories,60.0,2008,99,USA,110101975,212874864
into the woods,59.0,2014,125,USA,128002372,212902372
braveheart,83.0,1995,178,USA,75609945,213216216
wo hu cang long,78.0,2000,120,"Taiwan, Hong Kong, USA, China",128078872,213525736
the aviator,75.0,2004,170,"Germany, USA",102610330,213719942
disclosure,61.0,1994,128,USA,83015089,214015089
the bourne identity,79.0,2002,119,"USA, Germany, Czech Republic, France",121661683,214034224
smallfoot,66.0,2018,96,USA,83240103,214040103
public enemies,70.0,2009,140,"USA, Japan",97104620,214104620
creed ii,71.0,2018,130,USA,115715889,214215889
the fast and the furious,68.0,2001,106,"USA, Germany",144533925,214474595
the expendables 3,61.0,2014,126,"USA, France, Germany, Bulgaria",39322544,214657577
just go with it,64.0,2011,117,USA,103028109,214945591
the sorcerer's apprentice,61.0,2010,109,USA,63150991,215283742
the patriot,72.0,2000,165,"USA, Germany",113330342,215294342
ghostbusters ii,66.0,1989,108,USA,112494738,215394738
vertical limit,59.0,2000,124,"USA, Germany",69243859,215663859
dracula,74.0,1992,128,USA,82522790,215862692
ted 2,63.0,2015,115,USA,81476385,215863606
clear and present danger,69.0,1994,141,"USA, Mexico",122187717,215887717
one hundred and one dalmatians,72.0,1961,79,USA,144880014,216026182
bad teacher,56.0,2011,92,USA,100292856,216197492
valentine's day,57.0,2010,125,USA,110485654,216485654
little women,78.0,2019,135,USA,108101214,216601214
twins,61.0,1988,107,USA,111938388,216614388
the help,80.0,2011,146,USA,169708112,216639112
million dollar baby,81.0,2004,132,USA,100492203,216763646
central intelligence,63.0,2016,107,"USA, China",127440871,216972543
dracula untold,63.0,2014,92,"USA, UK, Ireland",56280355,217124280
the emoji movie,33.0,2017,86,USA,86089513,217776646
dirty dancing,70.0,1987,100,USA,64577242,217856315
kingdom of heaven,72.0,2005,144,"UK, Germany, Spain, Morocco, USA, Italy, France",47398413,218122627
jack reacher,70.0,2012,130,USA,80070736,218340595
the prince of egypt,71.0,1998,99,USA,101413188,218613188
captain phillips,78.0,2013,134,USA,107100855,218791811
the terminal,74.0,2004,128,USA,77872883,219100084
it's complicated,65.0,2009,121,"USA, Japan",112735375,219103655
what happens in vegas,61.0,2008,99,USA,80277646,219375562
green lantern,55.0,2011,114,USA,116601172,219851172
knocked up,69.0,2007,129,USA,148768917,219922417
inferno,62.0,2016,121,"USA, Hungary",34343574,220021259
scary movie 3,55.0,2003,84,"USA, Canada",110003217,220673217
collateral,75.0,2004,120,USA,101005703,220926695
presumed innocent,69.0,1990,127,USA,86303188,221303188
geostorm,53.0,2017,109,USA,33700160,221600160
elf,69.0,2003,97,USA,174626840,221671773
wild wild west,49.0,1999,106,USA,113804681,222104681
"honey, i shrunk the kids",64.0,1989,93,"USA, Mexico",130724172,222724172
non-stop,69.0,2014,106,"UK, France, USA, Canada",92168600,222809600
pulp fiction,89.0,1994,154,USA,107928762,222831817
yes man,68.0,2008,104,"USA, UK",97690976,223241637
flightplan,63.0,2005,98,USA,89707299,223387299
interview with the vampire: the vampire chronicles,75.0,1994,123,USA,105264608,223664608
con air,69.0,1997,115,USA,101117573,224012234
chicken run,70.0,2000,84,"UK, USA, France",106834564,224834564
the social network,77.0,2010,120,USA,96962694,224920315
jumper,61.0,2008,88,"USA, Canada",80172128,225132113
ford v ferrari,81.0,2019,152,USA,117624357,225508210
shao nian de ni,76.0,2019,135,China,1921657,225820914
valerian and the city of a thousand planets,65.0,2017,136,"France, China, Belgium, Germany, United Arab Emirates, USA, Canada, New Zealand, Singapore, UK, Thailand",41189488,225874228
good will hunting,83.0,1997,126,USA,138433435,225933435
hansel & gretel: witch hunters,61.0,2013,88,"Germany, USA",55703475,226349749
percy jackson & the olympians: the lightning thief,59.0,2010,118,"UK, Canada, USA",88768303,226497209
taken,78.0,2008,90,"France, USA",145000989,226837760
immortals,60.0,2011,110,"USA, Canada, UK",83504017,226904017
baby driver,76.0,2017,113,"UK, USA",107825862,226945087
fang hua,71.0,2017,135,China,1891956,227091290
out of africa,72.0,1985,161,"USA, UK",87071205,227542205
the green hornet,58.0,2011,119,USA,98780042,227817248
lethal weapon 2,72.0,1989,114,USA,147253986,227853986
sleepless in seattle,68.0,1993,105,USA,126808165,227927165
paddington 2,78.0,2017,103,"UK, France, USA, China, Canada",40891591,227978645
xia luo te fan nao,67.0,2015,104,China,1293626,228122928
ghost rider,52.0,2007,110,"USA, Australia",115802596,228738393
ghostbusters,52.0,2016,117,"USA, Australia",128350574,229147509
the heat,66.0,2013,117,USA,159582188,229930771
la vita è bella,86.0,1997,116,Italy,57563264,230098753
space jam,64.0,1996,88,USA,90418342,230418342
get smart,65.0,2008,110,USA,130319208,230685453
constantine,70.0,2005,121,"USA, Germany",75976178,230884728
annabelle comes home,59.0,2019,106,USA,74152591,231252591
sister act,64.0,1992,100,USA,139605150,231605150
the english patient,74.0,1996,162,"USA, UK",78676425,231976425
mr. bean's holiday,64.0,2007,90,"UK, France, Germany, USA",33302167,232225908
argo,77.0,2012,120,"USA, UK",136025503,232325503
juno,74.0,2007,96,"USA, Canada",143495265,232372681
the girl with the dragon tattoo,78.0,2011,158,"USA, Sweden, Norway",102515793,232617430
american wedding,63.0,2003,96,"USA, Germany",104565114,232722935
the day the earth stood still,55.0,2008,104,"USA, Canada",79366978,233093859
the imitation game,80.0,2014,114,"UK, USA",91125683,233555708
alvin and the chipmunks: the road chip,50.0,2015,92,USA,85886987,234798636
big daddy,64.0,1999,93,USA,163479795,234801895
american reunion,67.0,2012,113,USA,57011521,234989584
american pie,70.0,1999,95,USA,102561004,235483004
spy,70.0,2015,120,"USA, UK, France, Hungary, Germany",110825712,235666219
dead poets society,81.0,1989,128,USA,95860116,235860116
a.i. artificial intelligence,72.0,2001,146,"USA, UK",78616689,235926552
hidden figures,78.0,2016,127,USA,169607287,235956898
hauru no ugoku shiro,82.0,2004,119,Japan,5576743,236212992
2 fast 2 furious,59.0,2003,107,"USA, Germany",127154901,236350661
silver linings playbook,77.0,2012,122,USA,132092958,236412453
saturday night fever,68.0,1977,118,USA,94213184,237113184
gone in sixty seconds,65.0,2000,118,USA,101648571,237202299
gulliver's travels,49.0,2010,85,USA,42779261,237382724
batman & robin,37.0,1997,125,"USA, UK",107353792,238235915
crazy rich asians,69.0,2018,120,USA,174532921,238538736
planes,57.0,2013,91,USA,90288712,239258712
'crocodile' dundee ii,56.0,1988,108,Australia,109306210,239606210
resident evil: retribution,54.0,2012,95,"Germany, Canada, USA, France, UK",42345531,240159255
die hard 2,72.0,1990,124,USA,117540947,240247433
click,64.0,2006,107,USA,137355633,240685326
assassin's creed,57.0,2016,115,"USA, France, UK, Hong Kong, Taiwan, Malta",54647948,240697856
sully,74.0,2016,96,USA,125070033,240797623
alien: covenant,64.0,2017,122,"USA, UK",74262031,240891763
eraser,61.0,1996,115,USA,101295562,242295562
robocop,61.0,2014,117,USA,58607007,242688965
daddy's home,62.0,2015,96,USA,150357137,242786137
8 mile,71.0,2002,110,"USA, Germany",116750901,242875078
cloudy with a chance of meatballs,69.0,2009,90,USA,124870275,243006126
a few good men,77.0,1992,138,USA,141340178,243240178
after earth,48.0,2013,100,USA,60522097,243611982
journey to the center of the earth,58.0,2008,93,USA,101704370,244232688
rush hour,70.0,1998,98,USA,141186864,244721064
hercules,60.0,2014,98,"USA, Hungary",72688614,244819862
pixels,55.0,2015,105,"USA, China, Canada",78747585,244874809
love actually,76.0,2003,135,"UK, USA, France",59696144,244935382
lie huo ying xiong,55.0,2019,118,China,290217,245179562
hulk,56.0,2003,138,USA,132177234,245285165
dark shadows,62.0,2012,113,"USA, Australia, UK",79727149,245527149
teenage mutant ninja turtles: out of the shadows,60.0,2016,112,"USA, Hong Kong, China, Canada, Denmark, Germany, UK",82051601,245623848
face/off,73.0,1997,138,USA,112276146,245676146
four weddings and a funeral,70.0,1994,117,UK,52700832,245700832
rango,72.0,2011,107,USA,123477607,245724603
dolittle,56.0,2020,101,"USA, China, UK, Japan",77047065,245891166
the godfather,92.0,1972,175,USA,134966411,246120974
back to the future part iii,74.0,1990,118,USA,88277583,246145853
the peanuts movie,71.0,2015,88,USA,130178411,246233113
grown ups 2,54.0,2013,101,USA,133668525,246984278
glass,67.0,2019,129,"USA, China",111048468,246999039
dumb and dumber,73.0,1994,107,USA,127175374,247275374
journey to the west: demon chapter,54.0,2017,109,China,880346,247585244
unbreakable,73.0,2000,106,USA,95011339,248118121
the blair witch project,65.0,1999,81,USA,140539099,248639099
the ring,71.0,2002,115,USA,129128133,249348933
the mask of zorro,67.0,1998,136,"USA, Mexico, Germany",94095523,250288523
